names,prices,links,amount,ratings,locations
"Bộ quần áo thể thao nam, đồ tập gym thể thao chất vải co giãn mát mẻ cao cấp BTT01",50.000,https://shopee.vn/B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-th%E1%BB%83-thao-nam-%C4%91%E1%BB%93-t%E1%BA%ADp-gym-th%E1%BB%83-thao-ch%E1%BA%A5t-v%E1%BA%A3i-co-gi%C3%A3n-m%C3%A1t-m%E1%BA%BB-cao-c%E1%BA%A5p-BTT01-i.829453607.21636466767?sp_atk=bb4949fd-047f-49db-bdd1-db663c768330&xptdk=bb4949fd-047f-49db-bdd1-db663c768330,18500,4.6,TP. Hồ Chí Minh
Bộ Quần Áo Cao Cấp Mùa Hè Cực Chất 2024,60.000,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-Cao-C%E1%BA%A5p-M%C3%B9a-H%C3%A8-C%E1%BB%B1c-Ch%E1%BA%A5t-2024-i.531361293.25563849106?sp_atk=57f59581-cd9b-4aaf-903f-c5cc3ef46c05&xptdk=57f59581-cd9b-4aaf-903f-c5cc3ef46c05,5100,4.8,Hưng Yên
Full mẫu đồ bộ Quần Áo DSQ2 lá phong đỏ Cao Cấp - Bộ Nam Mùa Hè Cao Cấp Form Dáng Rộng Hot Trend.,85.000,https://shopee.vn/Full-m%E1%BA%ABu-%C4%91%E1%BB%93-b%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-DSQ2-l%C3%A1-phong-%C4%91%E1%BB%8F-Cao-C%E1%BA%A5p-B%E1%BB%99-Nam-M%C3%B9a-H%C3%A8-Cao-C%E1%BA%A5p-Form-D%C3%A1ng-R%E1%BB%99ng-Hot-Trend.-i.993701736.24113578401?sp_atk=829b83e5-8521-436a-9d9a-9d9fd43d4971&xptdk=829b83e5-8521-436a-9d9a-9d9fd43d4971,11,4.8,Hải Dương
Bộ Quần Áo Bóng Đá Nam Nữ MAN. CITY TRẮNG VÂN XANH 2023 - Đồ Đá Banh Trẻ Em Và Người Lớn Chất Vải Mát Mẻ,39.000,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-B%C3%B3ng-%C4%90%C3%A1-Nam-N%E1%BB%AF-MAN.-CITY-TR%E1%BA%AENG-V%C3%82N-XANH-2023-%C4%90%E1%BB%93-%C4%90%C3%A1-Banh-Tr%E1%BA%BB-Em-V%C3%A0-Ng%C6%B0%E1%BB%9Di-L%E1%BB%9Bn-Ch%E1%BA%A5t-V%E1%BA%A3i-M%C3%A1t-M%E1%BA%BB-i.87506179.25906053169?sp_atk=500a564e-0ab6-4237-95ec-d639ca8de83e&xptdk=500a564e-0ab6-4237-95ec-d639ca8de83e,2000,4.7,Hà Nội
"Đồ bộ hè nam cổ tròn BH12 họa tiết,bộ quần áo cộc nam cao cấp",133.000,https://shopee.vn/%C4%90%C3%B4%CC%80-b%C3%B4%CC%A3-he%CC%80-nam-c%C3%B4%CC%89-tro%CC%80n-BH12-ho%CC%A3a-ti%C3%AA%CC%81t-b%C3%B4%CC%A3-qu%C3%A2%CC%80n-a%CC%81o-c%C3%B4%CC%A3c-nam-cao-c%C3%A2%CC%81p-i.47553988.25513602178?sp_atk=6e5b9bf6-0c9d-4209-b717-fb548edce1fd&xptdk=6e5b9bf6-0c9d-4209-b717-fb548edce1fd,27,5.0,Hà Nội
". 7. Bộ quần áo thể thao nam mùa hè C dior cộc tay, bộ hè nam chất liệu thun lạnh mềm mịn 2023 .",17.700,https://shopee.vn/.-7.-B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-th%E1%BB%83-thao-nam-m%C3%B9a-h%C3%A8-C-dior-c%E1%BB%99c-tay-b%E1%BB%99-h%C3%A8-nam-ch%E1%BA%A5t-li%E1%BB%87u-thun-l%E1%BA%A1nh-m%E1%BB%81m-m%E1%BB%8Bn-2023-.-i.1019010455.21680990874?sp_atk=095bc528-b3ab-4dfd-9393-0972a43980cc&xptdk=095bc528-b3ab-4dfd-9393-0972a43980cc,5400,4.3,Hải Dương
"🔥Cao Cấp🔥 Bộ quần Áo Thun DSQ2 icon Phối Màu Đen Trắng, Bộ Áo Phông Nam DSQ hot 2024",89.000,https://shopee.vn/%F0%9F%94%A5Cao-C%E1%BA%A5p%F0%9F%94%A5-B%E1%BB%99-qu%E1%BA%A7n-%C3%81o-Thun-DSQ2-icon-Ph%E1%BB%91i-M%C3%A0u-%C4%90en-Tr%E1%BA%AFng-B%E1%BB%99-%C3%81o-Ph%C3%B4ng-Nam-DSQ-hot-2024-i.255102280.22363890952?sp_atk=4a65ac53-faf5-40f5-ae7a-5f608e818d55&xptdk=4a65ac53-faf5-40f5-ae7a-5f608e818d55,2100,5.0,Hà Nội
"Bộ quần áo nam, bộ thể thao nam áo tay ngắn quần short dáng rộng thời trang Phối Dây Rút bản to Thời Trang Unisex",138.000,https://shopee.vn/B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-nam-b%E1%BB%99-th%E1%BB%83-thao-nam-%C3%A1o-tay-ng%E1%BA%AFn-qu%E1%BA%A7n-short-d%C3%A1ng-r%E1%BB%99ng-th%E1%BB%9Di-trang-Ph%E1%BB%91i-D%C3%A2y-R%C3%BAt-b%E1%BA%A3n-to-Th%E1%BB%9Di-Trang-Unisex-i.541644981.24353803116?sp_atk=ecb7f3b5-0142-4afa-834f-2dea58d0c6d4&xptdk=ecb7f3b5-0142-4afa-834f-2dea58d0c6d4,97,5.0,Hà Nội
"Bộ thu đông Chữ K dài tay Thu Đông Bản Siêu Cấp Dòng chữ thêu điểm nhấn Nổi , Bộ quần áo chất liệu vải Hàn thoáng khí",28.000,https://shopee.vn/B%E1%BB%99-thu-%C4%91%C3%B4ng-Ch%E1%BB%AF-K-d%C3%A0i-tay-Thu-%C4%90%C3%B4ng-B%E1%BA%A3n-Si%C3%AAu-C%E1%BA%A5p-D%C3%B2ng-ch%E1%BB%AF-th%C3%AAu-%C4%91i%E1%BB%83m-nh%E1%BA%A5n-N%E1%BB%95i-B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-ch%E1%BA%A5t-li%E1%BB%87u-v%E1%BA%A3i-H%C3%A0n-tho%C3%A1ng-kh%C3%AD-i.532945844.19491324860?sp_atk=6c03e61a-c3b6-4901-ab2a-40ff49958304&xptdk=6c03e61a-c3b6-4901-ab2a-40ff49958304,250,4.7,Hải Dương
Đồ bộ quần áo hè nam cộc tay phối BBR cực hót Tay Kẻ Vàng unisex nam nữ form rộng oversize chất liệu Cotton,99.000,https://shopee.vn/%C4%90%E1%BB%93-b%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-h%C3%A8-nam-c%E1%BB%99c-tay-ph%E1%BB%91i-BBR-c%E1%BB%B1c-h%C3%B3t-Tay-K%E1%BA%BB-V%C3%A0ng-unisex-nam-n%E1%BB%AF-form-r%E1%BB%99ng-oversize-ch%E1%BA%A5t-li%E1%BB%87u-Cotton-i.727222279.23174621140?sp_atk=5a7cb3d4-730c-4a89-af92-9b7a0a6e891c&xptdk=5a7cb3d4-730c-4a89-af92-9b7a0a6e891c,5900,4.2,Hà Nội
Bộ Quần Áo Thun Nam Thời Trang Loang Hai Màu Cá Tính Năng Động Zenkocs3 MEN QA 086,45.000,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-Thun-Nam-Th%E1%BB%9Di-Trang-Loang-Hai-M%C3%A0u-C%C3%A1-T%C3%ADnh-N%C4%83ng-%C4%90%E1%BB%99ng-Zenkocs3-MEN-QA-086-i.14951000.5834990551?sp_atk=d3b3e9b7-97d0-411d-98be-c8ff62dbce7c&xptdk=d3b3e9b7-97d0-411d-98be-c8ff62dbce7c,2400,4.1,Hà Nội
Bộ quần áo thể thao thu đông dài tay phối Layer chất tổ ong,100.000,https://shopee.vn/B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-th%E1%BB%83-thao-thu-%C4%91%C3%B4ng-d%C3%A0i-tay-ph%E1%BB%91i-Layer-ch%E1%BA%A5t-t%E1%BB%95-ong-i.169421857.22982160423?sp_atk=921a461f-2c42-4bee-9526-a447e8c3978f&xptdk=921a461f-2c42-4bee-9526-a447e8c3978f,1400,4.6,Hà Nội
Bộ quần áo hoa quả đi biển nhóm team buildin chất kate thái phong cách - SHOP BỐN MÙA,30.000,https://shopee.vn/B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-hoa-qu%E1%BA%A3-%C4%91i-bi%E1%BB%83n-nh%C3%B3m-team-buildin-ch%E1%BA%A5t-kate-th%C3%A1i-phong-c%C3%A1ch-SHOP-B%E1%BB%90N-M%C3%99A-i.595922762.23288844625?sp_atk=868a62e0-b9e3-4fff-b86a-eaf6f40bd6cb&xptdk=868a62e0-b9e3-4fff-b86a-eaf6f40bd6cb,605,5.0,Hà Nội
"Bộ Quần Áo Nam Mùa Hè Dập Vân Nổi Cao Cấp, Bộ Đồ Nam Ngắn Tay Mùa Hè Chất Xốp Xịn",135.000,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-Nam-M%C3%B9a-H%C3%A8-D%E1%BA%ADp-V%C3%A2n-N%E1%BB%95i-Cao-C%E1%BA%A5p-B%E1%BB%99-%C4%90%E1%BB%93-Nam-Ng%E1%BA%AFn-Tay-M%C3%B9a-H%C3%A8-Ch%E1%BA%A5t-X%E1%BB%91p-X%E1%BB%8Bn-i.806715379.12399506178?sp_atk=f4d87f8f-2781-4dd4-8f43-3508f7c0dd30&xptdk=f4d87f8f-2781-4dd4-8f43-3508f7c0dd30,5700,4.7,Hải Dương
Bộ quần áo Sweater TOMMY hoạ tiết in full chữ ký quanh áo - Bộ quần áo nam nữ phong cách đường phố 2023,22.000,https://shopee.vn/B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-Sweater-TOMMY-ho%E1%BA%A1-ti%E1%BA%BFt-in-full-ch%E1%BB%AF-k%C3%BD-quanh-%C3%A1o-B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-nam-n%E1%BB%AF-phong-c%C3%A1ch-%C4%91%C6%B0%E1%BB%9Dng-ph%E1%BB%91-2023-i.543119063.21393264890?sp_atk=c74a622a-2523-4da9-809b-db05e0ca937e&xptdk=c74a622a-2523-4da9-809b-db05e0ca937e,64,4.4,Hà Nội
Bộ Thể Thao Nam TSIMPLE quần áo tập gym vải thun lạnh thoáng mát co giãn năng động thời trang MSSBHP1,159.000,https://shopee.vn/B%E1%BB%99-Th%E1%BB%83-Thao-Nam-TSIMPLE-qu%E1%BA%A7n-%C3%A1o-t%E1%BA%ADp-gym-v%E1%BA%A3i-thun-l%E1%BA%A1nh-tho%C3%A1ng-m%C3%A1t-co-gi%C3%A3n-n%C4%83ng-%C4%91%E1%BB%99ng-th%E1%BB%9Di-trang-MSSBHP1-i.168678363.13859234998?sp_atk=05ead51c-a5cd-49d1-a0a8-c3f717c25738&xptdk=05ead51c-a5cd-49d1-a0a8-c3f717c25738,41700,4.9,Đà Nẵng
Bộ Cotton 𝐀𝐃𝐃𝐥𝐀𝐒 Bùi Trà MT Authentic Dài Tay Phối Viền - Bộ Quần Áo Adidas Quần Dài Phong Cách Thể Thao Hot Trend,199.000,https://shopee.vn/B%E1%BB%99-Cotton-%F0%9D%90%80%F0%9D%90%83%F0%9D%90%83%F0%9D%90%A5%F0%9D%90%80%F0%9D%90%92-B%C3%B9i-Tr%C3%A0-MT-Authentic-D%C3%A0i-Tay-Ph%E1%BB%91i-Vi%E1%BB%81n-B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-Adidas-Qu%E1%BA%A7n-D%C3%A0i-Phong-C%C3%A1ch-Th%E1%BB%83-Thao-Hot-Trend-i.1128181626.20386729393?sp_atk=b85be7e8-3b58-489a-865f-66a638a2f1dd&xptdk=b85be7e8-3b58-489a-865f-66a638a2f1dd,150,4.9,Nam Định
Bộ hè nam mix viền siêu hot_Bộ quần áo cộc nam viền vai hot hit 2023,19.500,https://shopee.vn/B%E1%BB%99-h%C3%A8-nam-mix-vi%E1%BB%81n-si%C3%AAu-hot_B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-c%E1%BB%99c-nam-vi%E1%BB%81n-vai-hot-hit-2023-i.298514484.22272488344?sp_atk=15693d94-b1f8-4965-9c3a-4b54c4ff3d6f&xptdk=15693d94-b1f8-4965-9c3a-4b54c4ff3d6f,4100,4.6,Hà Nội
"Bộ nỉ TỔ ONG thu đông Nam Nữ dài tay phối Layer Avocado,Bộ quần áo dài tay năng động chất tổ ong họa tiết tcao cấp",17.200,https://shopee.vn/B%E1%BB%99-n%E1%BB%89-T%E1%BB%94-ONG-thu-%C4%91%C3%B4ng-Nam-N%E1%BB%AF-d%C3%A0i-tay-ph%E1%BB%91i-Layer-Avocado-B%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-d%C3%A0i-tay-n%C4%83ng-%C4%91%E1%BB%99ng-ch%E1%BA%A5t-t%E1%BB%95-ong-h%E1%BB%8Da-ti%E1%BA%BFt-tcao-c%E1%BA%A5p-i.134308811.23985698586?sp_atk=ed75bb98-24f3-44cb-b4f2-1ff9d1675d37&xptdk=ed75bb98-24f3-44cb-b4f2-1ff9d1675d37,2300,4.6,Hà Nội
Bộ Quần Áo Dài Tay Tommy Chữ Ký Bản Mới Nhất Bộ nỉ thu đông kiểu dáng trẻ trung chất liệu cao cấp. Áo Sweater Tommy Nam,24.000,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-D%C3%A0i-Tay-Tommy-Ch%E1%BB%AF-K%C3%BD-B%E1%BA%A3n-M%E1%BB%9Bi-Nh%E1%BA%A5t-B%E1%BB%99-n%E1%BB%89-thu-%C4%91%C3%B4ng-ki%E1%BB%83u-d%C3%A1ng-tr%E1%BA%BB-trung-ch%E1%BA%A5t-li%E1%BB%87u-cao-c%E1%BA%A5p.-%C3%81o-Sweater-Tommy-Nam-i.533104968.23977641222?sp_atk=c14a844c-e1c9-4e26-b63e-3708615f3092&xptdk=c14a844c-e1c9-4e26-b63e-3708615f3092,5200,4.4,Hà Nội
Bộ Quần Áo Thun Tổng Hợp DSQ2 icon LV Gi.ven.chy Đen Trắng - Bộ Phông Thời Trang Nam Nemoshop,59.000,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-Thun-T%E1%BB%95ng-H%E1%BB%A3p-DSQ2-icon-LV-Gi.ven.chy-%C4%90en-Tr%E1%BA%AFng-B%E1%BB%99-Ph%C3%B4ng-Th%E1%BB%9Di-Trang-Nam-Nemoshop-i.727225878.23176207979?sp_atk=bb103230-8318-446f-85e8-608b475fb88f&xptdk=bb103230-8318-446f-85e8-608b475fb88f,568,4.6,Hà Nội
"Bộ Quần Áo Cộc Thom Browne Phiên Bản Mới Nhất 2024 Hot Bộ Thom cộc tay, bộ hè nam chất liệu thun lạnh (ảnh video)",17.000,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-C%E1%BB%99c-Thom-Browne-Phi%C3%AAn-B%E1%BA%A3n-M%E1%BB%9Bi-Nh%E1%BA%A5t-2024-Hot-B%E1%BB%99-Thom-c%E1%BB%99c-tay-b%E1%BB%99-h%C3%A8-nam-ch%E1%BA%A5t-li%E1%BB%87u-thun-l%E1%BA%A1nh-(a%CC%89nh-video)-i.621321479.18389494543?sp_atk=39f7dfe8-7cec-4963-a897-4d9a07e7c752&xptdk=39f7dfe8-7cec-4963-a897-4d9a07e7c752,391,4.7,Hải Dương
Bộ Thun Nam Hè thêu chữ ngực-Bộ Quần Áo Thun Nam vân nổi Hình Phong Cách trẻ trung,130.000,https://shopee.vn/B%E1%BB%99-Thun-Nam-H%C3%A8-th%C3%AAu-ch%E1%BB%AF-ng%E1%BB%B1c-B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-Thun-Nam-v%C3%A2n-n%E1%BB%95i-H%C3%ACnh-Phong-C%C3%A1ch-tr%E1%BA%BB-trung-i.806715379.22527364337?sp_atk=d13b86f8-caf1-41fe-883a-0060eb3e3440&xptdk=d13b86f8-caf1-41fe-883a-0060eb3e3440,849,4.5,Hải Dương
Bộ Áo Thun Cotton + Quần Sooc Gc Sọc Đỏ Thoải Mái Thời Trang Mùa Hè Hot #2023,18.000,https://shopee.vn/B%E1%BB%99-%C3%81o-Thun-Cotton-Qu%E1%BA%A7n-Sooc-Gc-S%E1%BB%8Dc-%C4%90%E1%BB%8F-Tho%E1%BA%A3i-M%C3%A1i-Th%E1%BB%9Di-Trang-M%C3%B9a-H%C3%A8-Hot-2023-i.387194483.22072480187?sp_atk=d447bdfb-2251-4500-bdad-d22423db9d00&xptdk=d447bdfb-2251-4500-bdad-d22423db9d00,4200,4.8,Hà Nội
Set đồ nữ mặc nhà rẻ đẹp mùa hè bộ đùi nữ bộ quần áo nữ 3 SIZE 45-75KG bigsize chất thun cotton in chữ The,59.500,https://shopee.vn/Set-%C4%91%E1%BB%93-n%E1%BB%AF-m%E1%BA%B7c-nh%C3%A0-r%E1%BA%BB-%C4%91%E1%BA%B9p-m%C3%B9a-h%C3%A8-b%E1%BB%99-%C4%91%C3%B9i-n%E1%BB%AF-b%E1%BB%99-qu%E1%BA%A7n-%C3%A1o-n%E1%BB%AF-3-SIZE-45-75KG-bigsize-ch%E1%BA%A5t-thun-cotton-in-ch%E1%BB%AF-The-i.997583528.19290053302?sp_atk=2e499cfa-0bb5-4b5c-9e7f-f07f91df5e32&xptdk=2e499cfa-0bb5-4b5c-9e7f-f07f91df5e32,2800,4.5,Thanh Hóa
"Bộ Thể Thao Nam Hè, Quần Áo Thể Thao, Thời Trang Nam Cộc Tay. Chất Thun Lanh, Kiểu Dáng Slim Fit Đơn Giản, Mặc Đẹp",71.000,https://shopee.vn/B%E1%BB%99-Th%E1%BB%83-Thao-Nam-H%C3%A8-Qu%E1%BA%A7n-%C3%81o-Th%E1%BB%83-Thao-Th%E1%BB%9Di-Trang-Nam-C%E1%BB%99c-Tay.-Ch%E1%BA%A5t-Thun-Lanh-Ki%E1%BB%83u-D%C3%A1ng-Slim-Fit-%C4%90%C6%A1n-Gi%E1%BA%A3n-M%E1%BA%B7c-%C4%90%E1%BA%B9p-i.989751807.23376277689?sp_atk=45bff2f3-5c63-490a-a40f-f7bdda3d61b5&xptdk=45bff2f3-5c63-490a-a40f-f7bdda3d61b5,1900,4.9,Hà Nội
Bộ Quần Áo Thun Thể Thao Nam Họa Tiết Ba Vạch Nhỏ Dáng Basic Trẻ Trung Năng Động,41.540,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-Thun-Th%E1%BB%83-Thao-Nam-H%E1%BB%8Da-Ti%E1%BA%BFt-Ba-V%E1%BA%A1ch-Nh%E1%BB%8F-D%C3%A1ng-Basic-Tr%E1%BA%BB-Trung-N%C4%83ng-%C4%90%E1%BB%99ng-i.200059109.21911583042?sp_atk=0b93547d-eeba-49ec-a2be-e6db4fdca834&xptdk=0b93547d-eeba-49ec-a2be-e6db4fdca834,2600,4.6,TP. Hồ Chí Minh
"Bộ Đồ Cộc Nam TOMMY Mùa hè, Bộ Quần Áo Mùa Hè Phối Họa Tiết TOMMY Phong Cách Boy Phố Chất Cotton Cực Chất",99.000,https://shopee.vn/B%E1%BB%99-%C4%90%E1%BB%93-C%E1%BB%99c-Nam-TOMMY-M%C3%B9a-h%C3%A8-B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-M%C3%B9a-H%C3%A8-Ph%E1%BB%91i-H%E1%BB%8Da-Ti%E1%BA%BFt-TOMMY-Phong-C%C3%A1ch-Boy-Ph%E1%BB%91-Ch%E1%BA%A5t-Cotton-C%E1%BB%B1c-Ch%E1%BA%A5t-i.529458200.20990658412?sp_atk=190e47a8-8e4e-491c-afef-cffe930bcc9a&xptdk=190e47a8-8e4e-491c-afef-cffe930bcc9a,5500,4.9,Hải Dương
Bộ Quần Áo Nam Áo Polo CRHSUP Quần Kaki Dáng Baggy Trẻ Trung Thời Trang Zenkonu T227V1 + QN060V1,109.000,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-Nam-%C3%81o-Polo-CRHSUP-Qu%E1%BA%A7n-Kaki-D%C3%A1ng-Baggy-Tr%E1%BA%BB-Trung-Th%E1%BB%9Di-Trang-Zenkonu-T227V1-QN060V1-i.16580482.21701077815?sp_atk=5d8def33-7d0e-4a7e-9412-db2084295ece&xptdk=5d8def33-7d0e-4a7e-9412-db2084295ece,293,4.3,Hà Nội
